To,Edit
Solyc02g079850.3,Solyc02g079850
Solyc04g078840.3,Solyc04g078840
Solyc06g084330.3,Solyc06g084330
Solyc08g008170.3,Solyc08g008170
Solyc02g080330.3,Solyc02g080330
Solyc12g014230.2,Solyc12g014230
Solyc06g069700.3,Solyc06g069700
Solyc06g076850.3,Solyc06g076850
Solyc04g080680.3,Solyc04g080680
Solyc05g007580.1,Solyc05g007580
Solyc02g087360.3,Solyc02g087360
Solyc12g094450.2,Solyc12g094450
Solyc01g080410.3,Solyc01g080410
Solyc04g072930.1,Solyc04g072930
Solyc02g094160.1,Solyc02g094160
Solyc05g008610.3,Solyc05g008610
Solyc08g067410.2,Solyc08g067410
Solyc03g119400.3,Solyc03g119400
Solyc01g106510.2,Solyc01g106510
Solyc04g081290.3,Solyc04g081290
Solyc02g093640.3,Solyc02g093640
Solyc04g083150.2,Solyc04g083150
Solyc01g099220.3,Solyc01g099220
Solyc06g071160.3,Solyc06g071160
Solyc05g056020.3,Solyc05g056020
Solyc10g005360.3,Solyc10g005360
Solyc09g011920.3,Solyc09g011920
Solyc03g116100.3,Solyc03g116100
Solyc02g093050.3,Solyc02g093050
Solyc01g007070.3,Solyc01g007070
Solyc10g076480.2,Solyc10g076480
Solyc06g007440.3,Solyc06g007440
Solyc02g067900.3,Solyc02g067900
Solyc02g065650.1,Solyc02g065650
Solyc01g067000.3,Solyc01g067000
Solyc02g032950.3,Solyc02g032950
Solyc02g081830.3,Solyc02g081830
Solyc07g064660.1,Solyc07g064660
Solyc09g089630.3,Solyc09g089630
Solyc11g011350.2,Solyc11g011350
Solyc10g081180.2,Solyc10g081180
Solyc04g015020.3,Solyc04g015020
Solyc12g007170.2,Solyc12g007170
Solyc08g077440.3,Solyc08g077440
Solyc08g062860.3,Solyc08g062860
Solyc02g081980.3,Solyc02g081980
Solyc01g106000.3,Solyc01g106000
Solyc07g041830.3,Solyc07g041830
Solyc08g007230.2,Solyc08g007230
Solyc07g042270.3,Solyc07g042270
Solyc02g077330.3,Solyc02g077330
Solyc01g109720.3,Solyc01g109720
Solyc02g078220.1,Solyc02g078220
Solyc03g005760.1,Solyc03g005760
Solyc05g056420.3,Solyc05g056420
Solyc05g046320.1,Solyc05g046320
Solyc09g072830.3,Solyc09g072830
Solyc02g085350.3,Solyc02g085350
Solyc00g007220.3,Solyc00g007220
Solyc10g008040.3,Solyc10g008040
Solyc03g098760.2,Solyc03g098760
Solyc02g030480.3,Solyc02g030480
Solyc01g097350.3,Solyc01g097350
Solyc03g080050.3,Solyc03g080050
Solyc07g042230.1,Solyc07g042230
Solyc07g044990.3,Solyc07g044990
Solyc08g068770.2,Solyc08g068770
Solyc08g068730.1,Solyc08g068730
Solyc02g086880.3,Solyc02g086880
Solyc10g007000.3,Solyc10g007000
Solyc05g006220.3,Solyc05g006220
Solyc08g066790.3,Solyc08g066790
Solyc01g091350.3,Solyc01g091350
Solyc04g005860.3,Solyc04g005860
Solyc04g009790.3,Solyc04g009790
Solyc07g065980.3,Solyc07g065980
Solyc02g090560.3,Solyc02g090560
Solyc11g070110.2,Solyc11g070110
Solyc02g082660.3,Solyc02g082660
Solyc09g065000.3,Solyc09g065000
Solyc11g007840.2,Solyc11g007840
Solyc04g071990.3,Solyc04g071990
Solyc05g007220.3,Solyc05g007220
Solyc03g112440.1,Solyc03g112440
Solyc01g014480.3,Solyc01g014480
Solyc02g094180.3,Solyc02g094180
Solyc01g005560.3,Solyc01g005560
Solyc11g071470.1,Solyc11g071470
Solyc03g097470.3,Solyc03g097470
Solyc05g013060.3,Solyc05g013060
Solyc02g092090.2,Solyc02g092090
Solyc02g086520.3,Solyc02g086520
Solyc09g063060.3,Solyc09g063060
Solyc11g008800.2,Solyc11g008800
Solyc01g095400.3,Solyc01g095400
Solyc04g080550.3,Solyc04g080550
Solyc08g082080.3,Solyc08g082080
Solyc08g081730.3,Solyc08g081730
Solyc05g007490.3,Solyc05g007490
Solyc04g014270.3,Solyc04g014270
Solyc10g075150.2,Solyc10g075150
Solyc06g035960.3,Solyc06g035960
Solyc11g066500.2,Solyc11g066500
Solyc07g062530.3,Solyc07g062530
Solyc11g072470.2,Solyc11g072470
Solyc10g086710.2,Solyc10g086710
Solyc03g058970.3,Solyc03g058970
Solyc02g093890.1,Solyc02g093890
Solyc02g090310.1,Solyc02g090310
Solyc02g070450.2,Solyc02g070450
Solyc08g076160.3,Solyc08g076160
Solyc03g117800.3,Solyc03g117800
Solyc02g093180.3,Solyc02g093180
Solyc10g079890.2,Solyc10g079890
Solyc12g005200.2,Solyc12g005200
Solyc09g056385.1,Solyc09g056385
Solyc01g108250.3,Solyc01g108250
Solyc03g007240.3,Solyc03g007240
Solyc06g068840.3,Solyc06g068840
Solyc11g013190.2,Solyc11g013190
Solyc04g011767.1,Solyc04g011767
Solyc01g106460.3,Solyc01g106460
Solyc07g043320.3,Solyc07g043320
Solyc07g066240.3,Solyc07g066240
Solyc03g120320.1,Solyc03g120320
Solyc07g043310.3,Solyc07g043310
Solyc07g014670.3,Solyc07g014670
Solyc07g005970.3,Solyc07g005970
Solyc06g007180.3,Solyc06g007180
Solyc04g072895.1,Solyc04g072895
Solyc04g078660.1,Solyc04g078660
Solyc12g006240.2,Solyc12g006240
Solyc01g094700.3,Solyc01g094700
Solyc03g111720.3,Solyc03g111720
Solyc12g098150.2,Solyc12g098150
Solyc01g105770.2,Solyc01g105770
Solyc03g083960.3,Solyc03g083960
Solyc05g008780.3,Solyc05g008780
Solyc08g074790.3,Solyc08g074790
Solyc12g056250.2,Solyc12g056250
Solyc10g007290.3,Solyc10g007290
Solyc12g009790.2,Solyc12g009790
Solyc01g080340.3,Solyc01g080340
Solyc11g069950.2,Solyc11g069950
Solyc12g089030.2,Solyc12g089030
Solyc03g118425.1,Solyc03g118425
Solyc10g008300.3,Solyc10g008300
Solyc09g075420.3,Solyc09g075420
Solyc09g009840.1,Solyc09g009840
Solyc06g083790.3,Solyc06g083790
Solyc06g069150.1,Solyc06g069150
Solyc01g107930.3,Solyc01g107930
Solyc03g115920.3,Solyc03g115920
Solyc08g077510.3,Solyc08g077510
Solyc06g065370.3,Solyc06g065370
Solyc01g111440.3,Solyc01g111440
Solyc10g074980.2,Solyc10g074980
Solyc07g007680.3,Solyc07g007680
Solyc06g065740.3,Solyc06g065740
Solyc01g090590.3,Solyc01g090590
Solyc09g007630.3,Solyc09g007630
Solyc09g089540.3,Solyc09g089540
Solyc04g051200.2,Solyc04g051200
Solyc02g085730.3,Solyc02g085730
Solyc12g088020.1,Solyc12g088020
Solyc01g095460.3,Solyc01g095460
Solyc09g008280.2,Solyc09g008280
Solyc04g009860.3,Solyc04g009860
Solyc03g116750.3,Solyc03g116750
Solyc06g076490.3,Solyc06g076490
Solyc02g083750.1,Solyc02g083750
Solyc02g089720.2,Solyc02g089720
Solyc02g087550.3,Solyc02g087550
Solyc01g100980.3,Solyc01g100980
Solyc10g007390.3,Solyc10g007390
Solyc08g080680.3,Solyc08g080680
Solyc02g069110.3,Solyc02g069110
Solyc02g066800.2,Solyc02g066800
Solyc09g005570.3,Solyc09g005570
Solyc02g031860.3,Solyc02g031860
Solyc03g033840.3,Solyc03g033840
Solyc12g005920.2,Solyc12g005920
Solyc03g006700.3,Solyc03g006700
Solyc02g069800.1,Solyc02g069800
Solyc09g011650.3,Solyc09g011650
Solyc02g087000.3,Solyc02g087000
Solyc01g107700.3,Solyc01g107700
Solyc11g066060.2,Solyc11g066060
Solyc06g066600.3,Solyc06g066600
Solyc03g117950.3,Solyc03g117950
Solyc04g063230.3,Solyc04g063230
Solyc08g014150.3,Solyc08g014150
Solyc01g096010.3,Solyc01g096010
Solyc02g093960.3,Solyc02g093960
Solyc11g066830.2,Solyc11g066830
Solyc06g072670.3,Solyc06g072670
Solyc06g075030.1,Solyc06g075030
Solyc06g073840.3,Solyc06g073840
Solyc03g112870.3,Solyc03g112870
Solyc06g076950.3,Solyc06g076950
Solyc03g114060.3,Solyc03g114060
Solyc03g116530.3,Solyc03g116530
Solyc12g005850.2,Solyc12g005850
Solyc06g069710.3,Solyc06g069710
Solyc02g085630.3,Solyc02g085630
Solyc10g074880.2,Solyc10g074880
Solyc07g006770.2,Solyc07g006770
Solyc06g054470.1,Solyc06g054470
Solyc02g084710.3,Solyc02g084710
Solyc01g108160.3,Solyc01g108160
Solyc06g059860.3,Solyc06g059860
Solyc05g025900.3,Solyc05g025900
Solyc05g009740.1,Solyc05g009740
Solyc03g082920.3,Solyc03g082920
Solyc04g076880.3,Solyc04g076880
Solyc02g092715.1,Solyc02g092715
Solyc10g078590.2,Solyc10g078590
Solyc08g067630.3,Solyc08g067630
Solyc02g093000.3,Solyc02g093000
Solyc06g068090.3,Solyc06g068090
Solyc05g015850.3,Solyc05g015850
Solyc06g069045.1,Solyc06g069045
Solyc01g081310.3,Solyc01g081310
Solyc10g008340.3,Solyc10g008340
Solyc03g005470.3,Solyc03g005470
Solyc08g080960.3,Solyc08g080960
Solyc04g051310.3,Solyc04g051310
Solyc10g024490.2,Solyc10g024490
Solyc01g108087.1,Solyc01g108087
Solyc03g078630.3,Solyc03g078630
Solyc04g081230.3,Solyc04g081230
Solyc08g079190.1,Solyc08g079190
Solyc10g086500.1,Solyc10g086500
Solyc10g005730.3,Solyc10g005730
Solyc09g091020.3,Solyc09g091020
Solyc05g051850.3,Solyc05g051850
Solyc08g079430.3,Solyc08g079430
Solyc04g011840.1,Solyc04g011840
Solyc08g077680.3,Solyc08g077680
Solyc09g014440.3,Solyc09g014440
Solyc08g077780.3,Solyc08g077780
Solyc10g012370.3,Solyc10g012370
Solyc01g068130.3,Solyc01g068130
Solyc04g081510.3,Solyc04g081510
Solyc02g037495.1,Solyc02g037495
Solyc05g005865.1,Solyc05g005865
Solyc01g098400.3,Solyc01g098400
Solyc05g011980.3,Solyc05g011980
Solyc03g121850.3,Solyc03g121850
Solyc12g042210.2,Solyc12g042210
Solyc12g008990.2,Solyc12g008990
Solyc09g010390.2,Solyc09g010390
Solyc06g083430.1,Solyc06g083430
Solyc10g009020.3,Solyc10g009020
Solyc03g044910.1,Solyc03g044910
Solyc07g018200.1,Solyc07g018200
Solyc04g074730.1,Solyc04g074730
Solyc02g083120.2,Solyc02g083120
Solyc12g006540.2,Solyc12g006540
Solyc08g015650.3,Solyc08g015650
Solyc03g026290.3,Solyc03g026290
Solyc08g078510.3,Solyc08g078510
Solyc01g010250.3,Solyc01g010250
Solyc05g052220.3,Solyc05g052220
Solyc06g063090.3,Solyc06g063090
Solyc04g074520.1,Solyc04g074520
Solyc01g098100.2,Solyc01g098100
Solyc01g067280.3,Solyc01g067280
Solyc02g083310.3,Solyc02g083310
Solyc06g008130.3,Solyc06g008130
Solyc07g007140.3,Solyc07g007140
Solyc01g066050.3,Solyc01g066050
Solyc07g008320.3,Solyc07g008320
Solyc07g006500.3,Solyc07g006500
Solyc06g069410.3,Solyc06g069410
Solyc03g096290.3,Solyc03g096290
Solyc02g068590.3,Solyc02g068590
Solyc06g009270.3,Solyc06g009270
Solyc04g014370.3,Solyc04g014370
Solyc03g120260.3,Solyc03g120260
Solyc01g079360.3,Solyc01g079360
Solyc04g054150.1,Solyc04g054150
Solyc01g100440.2,Solyc01g100440
Solyc01g107360.3,Solyc01g107360
Solyc01g080010.2,Solyc01g080010
Solyc05g009550.3,Solyc05g009550
Solyc05g010450.1,Solyc05g010450
Solyc11g006070.2,Solyc11g006070
Solyc10g074500.2,Solyc10g074500
Solyc02g093470.3,Solyc02g093470
Solyc04g081740.3,Solyc04g081740
Solyc03g121930.3,Solyc03g121930
Solyc02g084570.3,Solyc02g084570
Solyc12g043120.2,Solyc12g043120
Solyc01g088810.3,Solyc01g088810
Solyc08g083260.3,Solyc08g083260
Solyc03g114210.3,Solyc03g114210
Solyc08g074970.1,Solyc08g074970
Solyc09g098150.3,Solyc09g098150
Solyc02g072000.3,Solyc02g072000
Solyc05g007675.1,Solyc05g007675
Solyc01g080640.3,Solyc01g080640
Solyc03g114580.3,Solyc03g114580
Solyc07g053190.3,Solyc07g053190
Solyc04g016420.3,Solyc04g016420
Solyc03g111550.3,Solyc03g111550
Solyc02g032850.3,Solyc02g032850
Solyc12g088040.2,Solyc12g088040
Solyc04g015100.3,Solyc04g015100
Solyc02g079930.3,Solyc02g079930
Solyc03g114960.3,Solyc03g114960
Solyc04g040180.3,Solyc04g040180
Solyc01g109170.3,Solyc01g109170
Solyc08g065480.3,Solyc08g065480
Solyc02g021560.3,Solyc02g021560
Solyc04g014570.3,Solyc04g014570
Solyc06g066730.3,Solyc06g066730
Solyc09g089610.3,Solyc09g089610
Solyc01g068460.3,Solyc01g068460
Solyc03g082500.3,Solyc03g082500
Solyc06g060910.2,Solyc06g060910
Solyc06g082520.3,Solyc06g082520
Solyc01g081297.1,Solyc01g081297
Solyc01g073680.3,Solyc01g073680
Solyc04g025530.3,Solyc04g025530
Solyc05g010420.2,Solyc05g010420
Solyc07g051870.1,Solyc07g051870
Solyc07g055830.3,Solyc07g055830
Solyc03g081310.3,Solyc03g081310
Solyc07g061720.3,Solyc07g061720
Solyc01g095210.3,Solyc01g095210
Solyc09g083050.3,Solyc09g083050
Solyc09g061840.3,Solyc09g061840
Solyc10g084050.2,Solyc10g084050
Solyc01g009860.3,Solyc01g009860
Solyc06g076670.3,Solyc06g076670
Solyc02g087110.3,Solyc02g087110
Solyc01g006150.3,Solyc01g006150
Solyc01g091910.3,Solyc01g091910
Solyc02g067750.3,Solyc02g067750
Solyc02g069100.3,Solyc02g069100
Solyc07g061730.3,Solyc07g061730
Solyc03g006320.1,Solyc03g006320
Solyc07g047720.3,Solyc07g047720
Solyc06g036420.2,Solyc06g036420
Solyc10g005030.3,Solyc10g005030
Solyc07g065270.1,Solyc07g065270
Solyc03g031980.3,Solyc03g031980
Solyc08g007240.3,Solyc08g007240
Solyc02g083835.1,Solyc02g083835
Solyc11g068460.2,Solyc11g068460
Solyc07g008860.3,Solyc07g008860
Solyc02g069250.3,Solyc02g069250
Solyc07g049580.3,Solyc07g049580
Solyc06g069380.3,Solyc06g069380
Solyc01g068000.3,Solyc01g068000
Solyc08g080560.2,Solyc08g080560
Solyc03g046380.1,Solyc03g046380
Solyc03g097110.3,Solyc03g097110
Solyc05g007940.3,Solyc05g007940
Solyc02g081560.1,Solyc02g081560
Solyc03g097020.3,Solyc03g097020
Solyc01g095970.3,Solyc01g095970
Solyc06g076260.3,Solyc06g076260
Solyc06g060710.3,Solyc06g060710
Solyc03g093200.3,Solyc03g093200
Solyc03g033640.3,Solyc03g033640
Solyc03g025340.1,Solyc03g025340
Solyc09g065700.3,Solyc09g065700
Solyc12g010920.2,Solyc12g010920
Solyc05g006590.3,Solyc05g006590
Solyc01g100460.3,Solyc01g100460
Solyc08g080130.3,Solyc08g080130
Solyc09g042260.3,Solyc09g042260
Solyc08g067390.3,Solyc08g067390
Solyc03g098000.3,Solyc03g098000
Solyc05g054170.3,Solyc05g054170
Solyc04g058170.1,Solyc04g058170
Solyc06g072220.1,Solyc06g072220
Solyc08g074290.3,Solyc08g074290
Solyc12g098690.2,Solyc12g098690
Solyc09g008350.3,Solyc09g008350
Solyc04g078690.3,Solyc04g078690
Solyc01g067010.3,Solyc01g067010
Solyc01g110110.3,Solyc01g110110
Solyc06g074940.3,Solyc06g074940
Solyc01g066570.3,Solyc01g066570
Solyc05g055440.1,Solyc05g055440
Solyc05g013480.3,Solyc05g013480
Solyc08g080380.3,Solyc08g080380
Solyc08g080390.3,Solyc08g080390
Solyc07g017610.3,Solyc07g017610
Solyc03g112080.1,Solyc03g112080
Solyc04g071710.3,Solyc04g071710
Solyc06g068720.3,Solyc06g068720
Solyc01g100830.2,Solyc01g100830
Solyc04g078640.2,Solyc04g078640
Solyc05g008530.3,Solyc05g008530
Solyc12g044230.2,Solyc12g044230
Solyc06g072550.3,Solyc06g072550
Solyc12g042600.2,Solyc12g042600
Solyc07g063100.3,Solyc07g063100
Solyc03g118820.3,Solyc03g118820
Solyc04g016400.3,Solyc04g016400
Solyc01g094330.3,Solyc01g094330
Solyc12g098500.2,Solyc12g098500
Solyc03g005210.3,Solyc03g005210
Solyc02g093380.1,Solyc02g093380
Solyc03g115930.2,Solyc03g115930
Solyc07g005480.3,Solyc07g005480
Solyc05g052980.3,Solyc05g052980
Solyc01g104740.3,Solyc01g104740
Solyc07g052930.3,Solyc07g052930
Solyc05g054490.3,Solyc05g054490
Solyc01g007230.3,Solyc01g007230
Solyc08g076730.3,Solyc08g076730
Solyc07g056570.1,Solyc07g056570
Solyc03g025380.3,Solyc03g025380
Solyc08g080910.3,Solyc08g080910
Solyc11g072160.2,Solyc11g072160
Solyc03g118540.3,Solyc03g118540
Solyc02g067760.3,Solyc02g067760
Solyc11g011130.2,Solyc11g011130
Solyc07g066570.3,Solyc07g066570
Solyc11g071770.1,Solyc11g071770
Solyc07g008770.3,Solyc07g008770
Solyc02g085150.3,Solyc02g085150
Solyc06g071270.3,Solyc06g071270
Solyc04g077580.3,Solyc04g077580
Solyc03g116550.3,Solyc03g116550
Solyc01g060070.3,Solyc01g060070
Solyc07g045000.3,Solyc07g045000
Solyc02g087030.1,Solyc02g087030
Solyc02g083460.3,Solyc02g083460
Solyc09g097760.3,Solyc09g097760
Solyc11g012150.2,Solyc11g012150
Solyc05g016310.1,Solyc05g016310
Solyc11g011220.2,Solyc11g011220
Solyc10g005460.3,Solyc10g005460
Solyc03g119930.1,Solyc03g119930
Solyc05g007080.3,Solyc05g007080
Solyc03g115610.3,Solyc03g115610
Solyc01g102690.3,Solyc01g102690
Solyc08g074440.3,Solyc08g074440
Solyc01g088700.3,Solyc01g088700
Solyc09g011370.2,Solyc09g011370
Solyc01g079610.3,Solyc01g079610
Solyc01g057910.3,Solyc01g057910
Solyc06g067970.2,Solyc06g067970
Solyc09g061290.3,Solyc09g061290
Solyc03g083330.3,Solyc03g083330
Solyc01g056850.3,Solyc01g056850
Solyc09g061620.3,Solyc09g061620
Solyc08g006820.3,Solyc08g006820
Solyc01g087680.3,Solyc01g087680
Solyc06g083670.3,Solyc06g083670
Solyc00g156980.3,Solyc00g156980
Solyc03g097420.3,Solyc03g097420
Solyc10g085000.2,Solyc10g085000
Solyc06g061080.3,Solyc06g061080
Solyc09g065890.3,Solyc09g065890
Solyc03g120300.3,Solyc03g120300
Solyc12g008950.2,Solyc12g008950
Solyc02g085870.3,Solyc02g085870
Solyc07g054430.3,Solyc07g054430
Solyc02g083280.3,Solyc02g083280
Solyc12g008340.2,Solyc12g008340
Solyc10g081560.2,Solyc10g081560
Solyc12g088230.2,Solyc12g088230
Solyc02g038740.3,Solyc02g038740
Solyc08g066770.3,Solyc08g066770
Solyc09g060090.3,Solyc09g060090
Solyc08g079670.3,Solyc08g079670
Solyc08g075300.3,Solyc08g075300
Solyc01g103570.3,Solyc01g103570
Solyc11g017470.2,Solyc11g017470
Solyc08g006750.3,Solyc08g006750
Solyc08g006740.3,Solyc08g006740
Solyc03g034250.3,Solyc03g034250
Solyc08g006980.3,Solyc08g006980
Solyc03g020050.3,Solyc03g020050
Solyc03g059490.1,Solyc03g059490
Solyc03g113270.3,Solyc03g113270
Solyc12g044950.2,Solyc12g044950
Solyc02g083350.3,Solyc02g083350
Solyc09g008020.3,Solyc09g008020
Solyc08g061480.3,Solyc08g061480
Solyc02g067860.3,Solyc02g067860
Solyc07g055080.3,Solyc07g055080
Solyc07g056320.3,Solyc07g056320
Solyc06g066680.3,Solyc06g066680
Solyc04g014810.3,Solyc04g014810
Solyc02g091930.3,Solyc02g091930
Solyc12g006850.2,Solyc12g006850
Solyc01g106340.3,Solyc01g106340
Solyc04g082700.3,Solyc04g082700
Solyc05g050680.3,Solyc05g050680
Solyc10g009190.1,Solyc10g009190
Solyc08g081240.3,Solyc08g081240
Solyc05g055770.3,Solyc05g055770
Solyc05g007200.3,Solyc05g007200
Solyc08g082920.3,Solyc08g082920
Solyc11g064790.2,Solyc11g064790
Solyc04g071770.3,Solyc04g071770
Solyc09g008770.3,Solyc09g008770
Solyc12g099900.1,Solyc12g099900
Solyc02g086530.3,Solyc02g086530
Solyc02g082690.3,Solyc02g082690
Solyc00g007100.3,Solyc00g007100
Solyc09g075450.3,Solyc09g075450
Solyc06g008620.1,Solyc06g008620
Solyc03g080100.3,Solyc03g080100
Solyc04g007520.3,Solyc04g007520
Solyc01g107390.3,Solyc01g107390
Solyc04g080640.1,Solyc04g080640
Solyc01g058260.3,Solyc01g058260
Solyc08g078160.3,Solyc08g078160
Solyc02g032940.3,Solyc02g032940
Solyc09g010650.1,Solyc09g010650
Solyc12g049030.1,Solyc12g049030
Solyc01g109120.3,Solyc01g109120
Solyc10g062160.2,Solyc10g062160
Solyc10g083210.2,Solyc10g083210
Solyc01g066720.3,Solyc01g066720
Solyc09g007270.3,Solyc09g007270
Solyc10g079370.2,Solyc10g079370
Solyc03g007040.3,Solyc03g007040
Solyc03g115870.3,Solyc03g115870
Solyc07g053910.3,Solyc07g053910
Solyc06g005160.3,Solyc06g005160
Solyc01g096630.3,Solyc01g096630
Solyc06g005150.3,Solyc06g005150
Solyc02g080120.2,Solyc02g080120
Solyc02g083710.3,Solyc02g083710
Solyc05g051690.3,Solyc05g051690
Solyc03g007340.3,Solyc03g007340
Solyc01g108880.3,Solyc01g108880
Solyc08g077740.1,Solyc08g077740
Solyc09g011310.3,Solyc09g011310
Solyc03g020010.1,Solyc03g020010
Solyc01g005980.3,Solyc01g005980
Solyc11g008280.2,Solyc11g008280
Solyc07g045240.3,Solyc07g045240
Solyc11g066040.2,Solyc11g066040
Solyc11g008390.2,Solyc11g008390
Solyc09g020000.3,Solyc09g020000
Solyc01g006890.3,Solyc01g006890
Solyc12g056630.2,Solyc12g056630
Solyc03g019950.3,Solyc03g019950
Solyc03g031790.1,Solyc03g031790
Solyc11g010850.2,Solyc11g010850
Solyc10g075100.2,Solyc10g075100
Solyc02g082920.3,Solyc02g082920
Solyc02g063160.3,Solyc02g063160
Solyc06g065100.3,Solyc06g065100
Solyc02g085590.3,Solyc02g085590
Solyc04g072640.3,Solyc04g072640
Solyc09g014610.3,Solyc09g014610
Solyc03g120700.3,Solyc03g120700
Solyc11g044560.2,Solyc11g044560
Solyc09g018460.1,Solyc09g018460
Solyc03g118190.3,Solyc03g118190
Solyc08g006660.1,Solyc08g006660
Solyc04g074480.3,Solyc04g074480
Solyc04g054890.3,Solyc04g054890
Solyc06g076970.3,Solyc06g076970
Solyc01g104080.3,Solyc01g104080
Solyc10g017570.3,Solyc10g017570
Solyc05g006980.3,Solyc05g006980
Solyc05g051570.3,Solyc05g051570
Solyc10g086420.1,Solyc10g086420
Solyc01g110380.3,Solyc01g110380
Solyc03g116480.1,Solyc03g116480
Solyc12g062280.2,Solyc12g062280
Solyc03g117030.2,Solyc03g117030
Solyc12g089020.2,Solyc12g089020
Solyc01g088090.3,Solyc01g088090
Solyc02g061770.3,Solyc02g061770
Solyc02g082930.3,Solyc02g082930
Solyc05g055400.3,Solyc05g055400
Solyc10g084000.2,Solyc10g084000
Solyc01g090430.3,Solyc01g090430
Solyc06g048520.3,Solyc06g048520
Solyc10g006020.3,Solyc10g006020
Solyc10g083610.2,Solyc10g083610
Solyc03g117675.1,Solyc03g117675
Solyc06g082560.2,Solyc06g082560
Solyc03g115230.3,Solyc03g115230
Solyc06g075790.3,Solyc06g075790
Solyc04g008310.2,Solyc04g008310
Solyc12g013960.2,Solyc12g013960
Solyc04g081960.1,Solyc04g081960
Solyc05g009720.3,Solyc05g009720
Solyc07g007930.3,Solyc07g007930
Solyc04g071600.3,Solyc04g071600
Solyc09g075260.3,Solyc09g075260
Solyc05g008480.3,Solyc05g008480
Solyc08g076910.3,Solyc08g076910
Solyc05g005200.3,Solyc05g005200
Solyc03g119970.3,Solyc03g119970
Solyc01g094200.3,Solyc01g094200
Solyc07g008050.3,Solyc07g008050
Solyc09g083440.3,Solyc09g083440
Solyc02g069580.3,Solyc02g069580
Solyc03g114360.3,Solyc03g114360
Solyc10g081170.2,Solyc10g081170
Solyc07g064900.3,Solyc07g064900
Solyc03g116990.1,Solyc03g116990
Solyc09g011660.3,Solyc09g011660
Solyc03g111510.3,Solyc03g111510
Solyc12g099600.2,Solyc12g099600
Solyc09g009390.3,Solyc09g009390
Solyc09g010660.3,Solyc09g010660
Solyc11g010370.1,Solyc11g010370
Solyc10g076250.2,Solyc10g076250
Solyc06g036110.1,Solyc06g036110
Solyc04g009960.3,Solyc04g009960
Solyc12g005730.2,Solyc12g005730
Solyc09g007790.1,Solyc09g007790
Solyc06g009770.1,Solyc06g009770
Solyc03g121070.3,Solyc03g121070
Solyc02g063250.3,Solyc02g063250
Solyc01g010700.3,Solyc01g010700
Solyc08g006780.3,Solyc08g006780
Solyc02g091660.3,Solyc02g091660
Solyc03g116630.3,Solyc03g116630
Solyc11g012090.2,Solyc11g012090
Solyc08g062670.3,Solyc08g062670
Solyc06g060140.3,Solyc06g060140
Solyc06g009390.3,Solyc06g009390
Solyc02g068490.3,Solyc02g068490
Solyc02g078540.3,Solyc02g078540
Solyc09g091780.3,Solyc09g091780
Solyc09g064200.3,Solyc09g064200
Solyc12g008660.1,Solyc12g008660
Solyc11g006750.1,Solyc11g006750
Solyc02g089060.3,Solyc02g089060
Solyc04g063380.3,Solyc04g063380
Solyc03g121270.3,Solyc03g121270
Solyc05g009360.3,Solyc05g009360
Solyc06g053310.3,Solyc06g053310
Solyc01g067680.3,Solyc01g067680
Solyc12g005910.2,Solyc12g005910
Solyc08g077550.3,Solyc08g077550
Solyc01g103660.3,Solyc01g103660
Solyc01g087530.3,Solyc01g087530
Solyc10g054910.1,Solyc10g054910
Solyc07g063340.3,Solyc07g063340
Solyc03g026000.3,Solyc03g026000
Solyc09g075330.3,Solyc09g075330
Solyc06g072018.1,Solyc06g072018
Solyc03g013440.3,Solyc03g013440
Solyc02g083130.3,Solyc02g083130
Solyc05g015470.1,Solyc05g015470
Solyc11g072270.2,Solyc11g072270
Solyc11g061760.2,Solyc11g061760
Solyc07g065660.3,Solyc07g065660
Solyc01g104140.3,Solyc01g104140
Solyc05g055240.3,Solyc05g055240
Solyc02g071180.3,Solyc02g071180
Solyc01g079810.3,Solyc01g079810
Solyc07g006070.1,Solyc07g006070
Solyc01g073920.3,Solyc01g073920
Solyc02g090770.1,Solyc02g090770
Solyc01g107160.3,Solyc01g107160
Solyc06g061280.3,Solyc06g061280
Solyc02g076660.3,Solyc02g076660
Solyc04g073940.3,Solyc04g073940
Solyc10g007030.2,Solyc10g007030
Solyc11g071870.2,Solyc11g071870
Solyc02g081080.3,Solyc02g081080
Solyc08g078180.1,Solyc08g078180
Solyc02g093340.3,Solyc02g093340
Solyc06g074390.3,Solyc06g074390
Solyc01g109910.3,Solyc01g109910
Solyc07g007230.3,Solyc07g007230
Solyc03g123370.3,Solyc03g123370
Solyc02g091100.3,Solyc02g091100
Solyc08g079510.3,Solyc08g079510
Solyc08g065610.3,Solyc08g065610
Solyc08g007360.3,Solyc08g007360
Solyc06g036130.3,Solyc06g036130
Solyc01g109880.3,Solyc01g109880
Solyc03g114590.3,Solyc03g114590
Solyc07g063630.3,Solyc07g063630
Solyc05g054560.3,Solyc05g054560
Solyc01g103590.3,Solyc01g103590
Solyc04g079940.3,Solyc04g079940
Solyc07g007370.3,Solyc07g007370
Solyc05g054360.3,Solyc05g054360
Solyc01g096670.3,Solyc01g096670
Solyc01g111145.1,Solyc01g111145
Solyc01g068500.3,Solyc01g068500
Solyc08g079420.3,Solyc08g079420
Solyc06g071750.3,Solyc06g071750
Solyc07g055840.3,Solyc07g055840
Solyc02g081350.3,Solyc02g081350
Solyc00g110870.3,Solyc00g110870
Solyc03g123540.3,Solyc03g123540
